,Unnamed: 0,metroreg,unit,gdp,area,population,dfunemp_sex,dfunemp_age,unemp per Tsd.,iccs,Nr_Crimes,metroreg_d,metroreg_type,iccs_d,country,crime/population,density,crime/population_log,density_log,unemp_log,gdp_log,year,crimes,unemployment
237,8165,BE004M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",72.0,559.0,555670.0,T:Total,Y15-24:From 15 to 24 years,3.5,ICCS0401,1223,Charleroi,M,Robbery,BE,2200.9466049993703,994.0429338103756,7.696642821804378,6.90178039869197,1.252762968495368,4.276666119016055,2018,2200.9466049993703,3.5
2494,74764,HU001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",108.0,6916.0,3011598.0,T:Total,Y15-24:From 15 to 24 years,6.5,ICCS0401,301,Budapest,M,Robbery,HU,99.94693846921136,435.4537304800463,4.604639429854084,6.076388546055885,1.8718021769015916,4.68213122712422,2018,99.94693846921136,6.5
1750,53312,DK_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",117.0,22946.0,1780050.0,T:Total,Y15-24:From 15 to 24 years,14.3,ICCS0401,338,Non-metropolitan regions in Denmark,N,Robbery,DK,189.88230667677877,77.57561230715594,5.246404441685898,4.351253103402307,2.660259537265861,4.762173934797756,2020,189.88230667677877,14.3
2406,72044,FI001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",144.0,9568.0,1655624.0,T:Total,Y15-24:From 15 to 24 years,14.8,ICCS0401,821,Helsinki,M,Robbery,FI,495.8855392287138,173.0376254180602,6.206345132409924,5.153509058816366,2.694627180770069,4.969813299576001,2018,495.8855392287138,14.8
3100,96484,IT505M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",119.0,2291.0,529932.0,T:Total,Y15-24:From 15 to 24 years,1.8,ICCS0401,125,Reggio nell Emilia,M,Robbery,IT,235.87932036563183,231.31034482758625,5.463320319856455,5.443760292956625,0.5877866649021191,4.77912349311153,2019,235.87932036563183,1.8
65,2181,AT003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,4404.0,782926.0,T:Total,Y15-24:From 15 to 24 years,4.4,ICCS0401,175,Linz,M,Robbery,AT,223.5204859718543,177.77611262488648,5.409503069682444,5.180524964362774,1.4816045409242156,4.955827057601261,2016,223.5204859718543,4.4
4247,133623,SI002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",73.0,2170.0,325994.0,T:Total,Y15-24:From 15 to 24 years,2.0,ICCS0401,33,Maribor,M,Robbery,SI,101.22885697282771,150.22764976958524,4.617383864159257,5.012151808736991,0.6931471805599453,4.290459441148391,2020,101.22885697282771,2.0
2844,87748,IT010M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",62.0,3574.0,1109888.0,T:Total,Y15-24:From 15 to 24 years,10.0,ICCS0401,751,Catania,M,Robbery,IT,676.6448506515973,310.54504756575267,6.517146542431632,5.738328971577404,2.302585092994046,4.127134385045092,2018,676.6448506515973,10.0
57,2069,AT003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",145.0,4404.0,765295.0,T:Total,Y15-24:From 15 to 24 years,4.6,ICCS0401,171,Linz,M,Robbery,AT,223.4432473751952,173.77270663033605,5.4091574550758645,5.157748161548499,1.5260563034950492,4.976733742420574,2014,223.4432473751952,4.6
4356,136773,SK_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",59.0,40228.0,3986821.0,T:Total,Y15-24:From 15 to 24 years,21.7,ICCS0401,202,Non-metropolitan regions in Slovakia,N,Robbery,SK,50.6669348837081,99.10562294918962,3.925273525921552,4.596186179879556,3.077312260546414,4.07753744390572,2020,50.6669348837081,21.7
4167,131062,SE006M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",116.0,8608.0,361373.0,T:Total,Y15-24:From 15 to 24 years,3.9,ICCS0401,237,Uppsala,M,Robbery,SE,655.8320627163623,41.98106412639405,6.485904754213229,3.7372186624846098,1.3609765531356006,4.7535901911063645,2017,655.8320627163623,3.9
2608,79636,IT002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",161.0,2764.0,4290958.0,T:Total,Y15-24:From 15 to 24 years,35.1,ICCS0401,4392,Milano,M,Robbery,IT,1023.547655325454,1552.44500723589,6.931029965156103,7.347586391109977,3.55820113047182,5.081404364984463,2015,1023.547655325454,35.1
2079,63294,ES012M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",134.0,3037.0,327682.0,T:Total,Y15-24:From 15 to 24 years,1.8,ICCS0401,141,Vitoria/Gasteiz,M,Robbery,ES,430.2952252488693,107.89660849522556,6.0644715434522185,4.681173439844475,0.5877866649021191,4.897839799950911,2019,430.2952252488693,1.8
542,19516,DE001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,17480.0,5303846.0,T:Total,Y15-24:From 15 to 24 years,19.6,ICCS0401,5109,Berlin,M,Robbery,DE,963.2632621686224,303.4236842105263,6.870326751559551,5.715130126525994,2.975529566236472,4.718498871295094,2019,963.2632621686224,19.6
2064,62851,ES012M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",138.0,3037.0,320663.0,T:Total,Y15-24:From 15 to 24 years,2.8,ICCS0401,205,Vitoria/Gasteiz,M,Robbery,ES,639.3004493814378,105.5854461639776,6.460374530699758,4.659520541357176,1.029619417181158,4.927253685157205,2015,639.3004493814378,2.8
436,15933,CZ002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",84.0,7188.0,1172853.0,T:Total,Y15-24:From 15 to 24 years,4.6,ICCS0401,203,Brno,M,Robbery,CZ,173.0822191698363,163.16819699499166,5.153766736916713,5.094781552185899,1.5260563034950492,4.430816798843313,2015,173.0822191698363,4.6
205,6961,BE002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,1004.0,1053033.0,T:Total,Y15-24:From 15 to 24 years,5.2,ICCS0401,1405,Antwerpen,M,Robbery,BE,1334.2411871232905,1048.8376494023903,7.196118010075725,6.95543782940472,1.6486586255873816,4.955827057601261,2019,1334.2411871232905,5.2
4188,131524,SE_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",102.0,391583.0,4368372.0,T:Total,Y15-24:From 15 to 24 years,50.7,ICCS0401,1989,Non-metropolitan regions in Sweden,N,Robbery,SE,455.3183657435768,11.155673254456907,6.120996879202522,2.41194818056408,3.9259259105971376,4.624972813284271,2017,455.3183657435768,50.7
409,15177,CZ001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",135.0,11425.0,2545537.0,T:Total,Y15-24:From 15 to 24 years,8.3,ICCS0401,616,Praha,M,Robbery,CZ,241.9921611824931,222.804113785558,5.488905333824181,5.406292971911207,2.1162555148025524,4.90527477843843,2014,241.9921611824931,8.3
415,15345,CZ001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",138.0,11425.0,2594325.0,T:Total,Y15-24:From 15 to 24 years,5.6,ICCS0401,402,Praha,M,Robbery,CZ,154.9536006475673,227.0743982494529,5.043125721444038,5.425277709376852,1.7227665977411035,4.927253685157205,2016,154.9536006475673,5.6
388,12866,BG_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",34.0,82665.0,3817126.0,T:Total,Y15-24:From 15 to 24 years,13.7,ICCS0401,418,Non-metropolitan regions in Bulgaria,N,Robbery,BG,109.50647162289115,46.175842254884174,4.69598364908904,3.832456766414544,2.617395832834079,3.5263605246161616,2018,109.50647162289115,13.7
4113,129928,SE001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",170.0,7153.0,2377081.0,T:Total,Y15-24:From 15 to 24 years,32.2,ICCS0401,2704,Stockholm,M,Robbery,SE,1137.5296003796254,332.3194463861317,7.03661417279829,5.806096694220456,3.471966452550362,5.135798437050262,2020,1137.5296003796254,32.2
454,16436,CZ002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",91.0,7188.0,1191989.0,T:Total,Y15-24:From 15 to 24 years,2.0,ICCS0401,135,Brno,M,Robbery,CZ,113.2560787054243,165.83041179744018,4.729651438025771,5.110965650473483,0.6931471805599453,4.51085950651685,2020,113.2560787054243,2.0
2692,82492,IT005M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",65.0,5009.0,1276525.0,T:Total,Y15-24:From 15 to 24 years,23.0,ICCS0401,1227,Palermo,M,Robbery,IT,961.2032666810286,254.8462767019365,6.8681859024010965,5.540660526916472,3.1354942159291497,4.174387269895637,2015,961.2032666810286,23.0
2612,79796,IT002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",166.0,2764.0,4303998.0,T:Total,Y15-24:From 15 to 24 years,32.8,ICCS0401,4066,Milano,M,Robbery,IT,944.7030412188852,1557.1628075253257,6.850870636012932,7.350620731252074,3.490428515390098,5.111987788356544,2016,944.7030412188852,32.8
3216,100744,LT_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",64.0,47468.0,1410738.0,T:Total,Y15-24:From 15 to 24 years,12.1,ICCS0401,167,Non-metropolitan regions in Lithuania,N,Robbery,LT,118.3777568903652,29.719769107609338,4.773880840699589,3.3918124508964103,2.4932054526026954,4.158883083359672,2020,118.3777568903652,12.1
1730,52840,DK_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",113.0,22946.0,1759584.0,T:Total,Y15-24:From 15 to 24 years,16.7,ICCS0401,403,Non-metropolitan regions in Denmark,N,Robbery,DK,229.03140742357283,76.68369214677939,5.433859144471273,4.339689067080596,2.815408719422709,4.727387818712341,2014,229.03140742357283,16.7
3032,94076,IT502M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",108.0,366.0,253123.0,T:Total,Y15-24:From 15 to 24 years,1.8,ICCS0401,197,Prato,M,Robbery,IT,778.2777542933673,691.5928961748634,6.657083471125104,6.538997482175792,0.5877866649021191,4.68213122712422,2016,778.2777542933673,1.8
2110,64064,ES013M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",74.0,10601.0,1018899.0,T:Total,Y15-24:From 15 to 24 years,6.2,ICCS0401,317,Oviedo - Gijón,M,Robbery,ES,311.1201404653454,96.11347986039053,5.740179141330244,4.565529575238213,1.824549292051046,4.30406509320417,2020,311.1201404653454,6.2
3168,99400,LT002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",75.0,8086.0,583047.0,T:Total,Y15-24:From 15 to 24 years,3.5,ICCS0401,338,Kaunas,M,Robbery,LT,579.7131277581396,72.10573831313381,6.362533373868367,4.2781336293782095,1.252762968495368,4.31748811353631,2015,579.7131277581396,3.5
478,17108,CZ003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",72.0,5430.0,1200539.0,T:Total,Y15-24:From 15 to 24 years,3.5,ICCS0401,206,Ostrava,M,Robbery,CZ,171.58959434054205,221.0937384898711,5.14510554617411,5.398586767651763,1.252762968495368,4.276666119016055,2020,171.58959434054205,3.5
3339,106600,NL001M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",137.0,263.0,1070292.0,T:Total,Y15-24:From 15 to 24 years,11.6,ICCS0401,716,s' Gravenhage,N,Robbery,NL,668.9763167434681,4069.5513307984793,6.505748658520236,8.31128803422692,2.451005098112319,4.919980925828125,2016,668.9763167434681,11.6
2664,81540,IT004M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",107.0,6827.0,2291719.0,T:Total,Y15-24:From 15 to 24 years,25.9,ICCS0401,2232,Torino,M,Robbery,IT,973.9413950837776,335.6846345393291,6.881351132513785,5.81617213153341,3.254242968705492,4.672828834461906,2015,973.9413950837776,25.9
3144,98728,LT001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",110.0,9730.0,805380.0,T:Total,Y15-24:From 15 to 24 years,3.3,ICCS0401,498,Vilnius,M,Robbery,LT,618.3416523876928,82.77286742034943,6.42704114027919,4.4161003195296855,1.1939224684724346,4.700480365792417,2016,618.3416523876928,3.3
3513,110713,NL015M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",92.0,1606.0,326040.0,T:Total,Y15-24:From 15 to 24 years,3.2,ICCS0401,48,Leeuwarden,N,Robbery,NL,147.2211998527788,203.013698630137,4.991936216663771,5.313273457701687,1.1631508098056809,4.5217885770490405,2020,147.2211998527788,3.2
2860,88204,IT011M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",105.0,2473.0,858198.0,T:Total,Y15-24:From 15 to 24 years,5.2,ICCS0401,369,Venezia,M,Robbery,IT,429.9707060608391,347.0270926000809,6.063717080927056,5.849402853556329,1.6486586255873816,4.653960350157523,2015,429.9707060608391,5.2
4328,136157,SK002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",59.0,6754.0,801460.0,T:Total,Y15-24:From 15 to 24 years,7.3,ICCS0401,68,Kosice,M,Robbery,SK,84.84515758740298,118.66449511400651,4.440827919779456,4.776300142415412,1.9878743481543453,4.07753744390572,2020,84.84515758740298,7.3
2892,89316,IT012M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",116.0,3096.0,922383.0,T:Total,Y15-24:From 15 to 24 years,4.0,ICCS0401,349,Verona,M,Robbery,IT,378.3677713054122,297.92732558139534,5.935866662581686,5.696849582875397,1.3862943611198906,4.7535901911063645,2016,378.3677713054122,4.0
1932,59668,ES006M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",66.0,7309.0,1640572.0,T:Total,Y15-24:From 15 to 24 years,32.7,ICCS0401,1594,Málaga - Marbella,M,Robbery,ES,971.6123400862626,224.45915993980023,6.878956897836024,5.413693774998019,3.487375077903208,4.189654742026425,2016,971.6123400862626,32.7
2183,65814,ES019M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",111.0,2212.0,1134848.0,T:Total,Y15-24:From 15 to 24 years,8.3,ICCS0401,1262,Bilbao,M,Robbery,ES,1112.0431987367472,513.0415913200724,7.013954321840816,6.240356916582391,2.1162555148025524,4.709530201312334,2018,1112.0431987367472,8.3
418,15429,CZ001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",140.0,11425.0,2619490.0,T:Total,Y15-24:From 15 to 24 years,3.9,ICCS0401,442,Praha,M,Robbery,CZ,168.73513546530052,229.2770240700219,5.128330239741276,5.434930984538291,1.3609765531356006,4.941642422609304,2017,168.73513546530052,3.9
161,4361,AT_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,63345.0,3887961.0,T:Total,Y15-24:From 15 to 24 years,15.7,ICCS0401,407,Non-metropolitan regions in Austria,N,Robbery,AT,104.68212001097748,61.377551503670375,4.6509283297589095,4.117044157611806,2.7536607123542622,4.718498871295094,2019,104.68212001097748,15.7
2732,83940,IT006M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",117.0,1834.0,844957.0,T:Total,Y15-24:From 15 to 24 years,6.8,ICCS0401,403,Genova,M,Robbery,IT,476.9473476165059,460.7181025081789,6.167406102440427,6.13278636465412,1.916922612182061,4.762173934797756,2018,476.9473476165059,6.8
3264,102806,LV_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",42.0,64282.0,943739.0,T:Total,Y15-24:From 15 to 24 years,6.1,ICCS0401,164,Non-metropolitan regions in Latvia,N,Robbery,LV,173.77685991571823,14.68123269344451,5.157772061940167,2.686569990604094,1.8082887711792652,3.737669618283368,2017,173.77685991571823,6.1
3369,107437,NL003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",133.0,2010.0,1862293.0,T:Total,Y15-24:From 15 to 24 years,17.2,ICCS0401,1232,Rotterdam,N,Robbery,NL,661.5500353596346,926.5139303482588,6.494585619938097,6.831429081066521,2.8449093838194077,4.890349128221754,2020,661.5500353596346,17.2
1828,57148,ES002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,7729.0,5474482.0,T:Total,Y15-24:From 15 to 24 years,61.7,ICCS0401,18374,Barcelona,M,Robbery,ES,3356.299280918268,708.3040496830121,8.118594241476979,6.562873450211836,4.122283930911342,4.718498871295094,2017,3356.299280918268,61.7
3233,101546,LU001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",251.0,2595.0,613894.0,T:Total,Y15-24:From 15 to 24 years,4.1,ICCS0401,457,Luxembourg,M,Robbery,LU,744.4281911861005,236.56801541425816,6.612616395069412,5.466235758189078,1.410986973710262,5.525452939131784,2019,744.4281911861005,4.1
3072,95532,IT503M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",125.0,3448.0,452505.0,T:Total,Y15-24:From 15 to 24 years,1.7,ICCS0401,193,Parma,M,Robbery,IT,426.5146241477995,131.23694895591646,6.055646655084333,4.877004460001243,0.5306282510621704,4.8283137373023015,2019,426.5146241477995,1.7
3231,101490,LU001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",260.0,2595.0,602005.0,T:Total,Y15-24:From 15 to 24 years,3.3,ICCS0401,449,Luxembourg,M,Robbery,LU,745.8409813871978,231.9865125240848,6.6145124158022215,5.446679234304318,1.1939224684724346,5.560681631015528,2018,745.8409813871978,3.3
